id;report_date;shift_time;staff_name;notes_for_next_shift;member_feedback;membership_cancel_requests;meaningful_conversations;tour_name;tour_followup_completed;facility_issues;busiest_areas;system_issues;management_notes;created_at;updated_at;created_by;arketa_screenshot_url;extracted_checkins;extracted_appointments;extracted_class_signups;notes_target_date;notes_target_shift;resolved;extracted_class_details;extracted_appointment_details;staff_id
363b424e-a87c-4159-a50e-453c43cce86b;2026-01-18;AM;Grace, Hunter, Angela;;"[{""sentiment"":""neutral"",""text"":""David Fox-Powell suggested we get this WiFi smart thermometer for the cold plunges. He said it would be a great way for the front desk to monitor the temperature and have the temperature it displayed in the locker room. He sent the link Via Email""}]";;;;true;Women’s cold plunge on the right is looking pretty murky and making weird noises again.;Pretty busy around 10:30am;;"Ian mentioned that he saw 3 ICE vans patrolling Venice circle this morning around 7am - is there a way to alert BOH without scaring them? Want to make sure our team is safe and aware.
The app is really frustrating today - have added multiple notes and it either won’t save mine or won’t save Hunter’s. Not sure why we need separate accounts for notes - seems redundant and complicated. Better to streamline.";2026-01-18 21:06:02.858937+00;2026-01-18 21:06:02.858937+00;;;;;;;;false;;;
cf175940-aaea-4d31-a8f3-eb4006f2be09;2025-12-22;AM;Dennis & Kat;;"[{""sentiment"":""negative"",""text"":""Paul Guyot-Sionnest banged on the yoga door to Ian’s 10:30am Signature Sculpt at 10:33am after the door was locked. He then entered class 10min late through the alley. Ian did not allow him to take class and explained to him that the actual door to the room was locked because class had already started. Paul said to Ian “this is ridiculous and has never happened before, you WILL BE HEARING ABOUT THIS,” at which point Ian shut the door and continued teaching.""}]";;;;true;Patrick said that the windows were egged this morning. ;Super mellow day, a lot of members are out of town. ;;I’m getting ATE by mosquitos at the desk - can we get some bug plug-ins;2025-12-22 21:25:10.894228+00;2025-12-22 21:25:10.894228+00;;;;;;;;false;;;
dfcc7de4-9eb5-45f8-b491-119f27230413;2026-01-27;AM;Tommy, Kat;;"[{""sentiment"":""negative"",""text"":""Jennifer Gray was saying how slippery the floor is in women’s spa with how wet it gets. Suggested angling floor towards drains more. ALSO she said its difficult for shorter, older people to get in and out of cold plunge now without the step. ""}]";[CANCEL] Spencer Bashford <spencer@soundpartnersllc.com> - Moving (End Date: 02/09/2026);;;true;N/a ;Main gym area was busy at 8:15am ;[arketa] Noboku’s appointments don’t show up for her when she is signed in to her personal account on Arketa ;;2026-01-27 21:31:55.434939+00;2026-01-27 21:31:55.434939+00;;;;;;;;false;;;
6b79d43c-e3fd-4a9f-9a02-d8bdb3d34619;2026-01-02;AM;Tommy, Lydia;Krystal arketa inbox L&F item, just hella emails in general;"[{""sentiment"":""neutral"",""text"":""All emails have been responded to—minus Dane Jordans—waiting for rog""},{""sentiment"":""positive"",""text"":""Tim, black grey raining champ beanie maybe in lost and found""}]";"[CANCEL] Kasey Katz <kasey@pondlane.com> - Construction, closure, parking inconveniences (End Date: 01/09/2026)

[CANCEL] John De Neufville <JDENEUFVILLE@GMAIL.COM> - Moving (End Date: 01/02/2026)

[CANCEL] Gouzelle Ishmatova - Moving (End Date: 01/16/2026)";;Brooklyn Elias;true;;"10:30 am main gym 
9-11 am cardio room";;;2026-01-02 21:31:06.258688+00;2026-01-02 21:31:06.258688+00;;;;;;2026-01-02;PM;false;;;
f54e020d-ab06-4095-ae27-50e3d72e6d71;2026-02-02;AM;Kat & Dustin;Coming in today for an OSEA treatment plus day pass: Mackenzie Altig (10:15am), Lauren Leekley (11:30am);"[{""sentiment"":""neutral"",""text"":""Newly accepted member Hindi Jain asked if she could get the same membership rate as her husband, Sumant Yerramily. They toured the same time but she was pregnant and not ready to join when he did.""}]";;;;true;Women’s steam not turning on (8am) - the light on the button to increase steam is on, but no steam and no lights in the steam room;Not noted;;;2026-02-03 19:08:48.102972+00;2026-02-03 19:08:48.102972+00;;;;;;2026-02-03;AM;false;;;
2c4e5247-8de5-4676-a266-f4bdf5b51fc3;2026-02-08;PM;Lydia Engel;Osea bag for Ben in cabinet behind front desk ;[];;;;true;"The compression suit table is super close to hbot. Can someone please move it over pls? 
There’s are a bunch of random boxes and stuff around the hbot. Sandy wants it to look presentable there but we don’t know where all that stuff goes ";Recovery lounge busy at 3;;;2026-02-09 02:53:43.902339+00;2026-02-09 02:53:43.902339+00;;;;;;2026-02-09;AM;false;;;4aa6ccce-23a8-4e37-863c-5b5bcbba1e14
1ea9aeae-fd4f-4d10-9818-29ffe4093b96;2025-12-19;PM;Management;;;;;;false;;;;;2025-12-22 19:24:11.007956+00;2026-01-12 23:59:15.571325+00;;;271;12;127;;;false;"[{""capacity"":17,""instructor"":""Tommy McDonald"",""name"":""Vinyyasa Yoga 60 (Heated)"",""signups"":6,""time"":""06:30 AM - 07:30 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Abreah Griffin"",""name"":""Circuit Strength 50 (Rooftop)"",""signups"":5,""time"":""07:00 AM - 07:50 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Adrianna Basin"",""name"":""Reformer Pilates"",""signups"":7,""time"":""07:00 AM - 07:50 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Jackie Miller"",""name"":""Mat Pilates (Heated)"",""signups"":7,""time"":""07:45 AM - 08:35 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Adrianna Basin"",""name"":""Reformer Pilates"",""signups"":8,""time"":""08:00 AM - 08:50 AM"",""waitlist"":2},{""capacity"":16,""instructor"":""Dr. Kevin Davi"",""name"":""Strength, Mobility & Stability 50 (Rooftop)"",""signups"":4,""time"":""08:00 AM - 08:50 AM"",""waitlist"":0},{""capacity"":17,""instructor"":""Peter Anderson"",""name"":""Vinyasa Yoga 75 (Heated)"",""signups"":5,""time"":""09:00 AM - 10:15 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":7,""time"":""09:00 AM - 09:50 AM"",""waitlist"":2},{""capacity"":8,""instructor"":""Alyssa Skye"",""name"":""Reformer Pilates - Power"",""signups"":7,""time"":""10:00 AM - 10:50 AM"",""waitlist"":2},{""capacity"":16,""instructor"":""Miwa Sakamoto"",""name"":""Mat Pilates (Heated)"",""signups"":10,""time"":""10:30 AM - 11:20 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Ian Cahir"",""name"":""Reformer Pilates"",""signups"":7,""time"":""12:00 PM - 12:50 PM"",""waitlist"":1},{""capacity"":12,""instructor"":""Jenna Roth"",""name"":""Flow Into Yin Yoga 60 (Heated)"",""signups"":9,""time"":""12:00 PM - 01:00 PM"",""waitlist"":0},{""capacity"":16,""instructor"":""Ian Cahir"",""name"":""Mat Pilates (Heated)"",""signups"":9,""time"":""04:00 PM - 04:50 PM"",""waitlist"":0},{""capacity"":20,""instructor"":""Lydia Picoli"",""name"":""Vinyasa Yoga (Heated)"",""signups"":8,""time"":""05:00 PM - 06:00 PM"",""waitlist"":0},{""capacity"":36,""instructor"":""Hume"",""name"":""HUME MOVIE NIGHT"",""signups"":28,""time"":""07:00 PM - 10:00 PM"",""waitlist"":0}]";"[{""appointment_type"":""50min Deep Reset Massage (Daily)"",""cancelled"":true,""specialist"":""Dr. Kevin Davi"",""time"":""07:00 AM - 07:50 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Kolton Oie"",""time"":""08:15 AM - 09:10 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Cole Medders"",""time"":""08:30 AM - 09:25 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Abreah Griffin"",""time"":""09:00 AM - 09:55 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Dr. Kevin Davi"",""time"":""09:00 AM - 09:55 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Kolton Oie"",""time"":""09:05 AM - 10:00 AM""},{""appointment_type"":""Physical Therapy (Fridays)"",""cancelled"":false,""specialist"":""Dr. Kevin Davi"",""time"":""10:00 AM - 10:50 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Kolton Oie"",""time"":""01:00 PM - 01:55 PM""},{""appointment_type"":""Hyperbaric Chamber"",""cancelled"":false,""specialist"":""HUME Concierge"",""time"":""01:00 PM - 02:00 PM""},{""appointment_type"":""Acupuncture (Tues, Fri)"",""cancelled"":false,""specialist"":""Nobuko Ide"",""time"":""01:00 PM - 01:50 PM""},{""appointment_type"":""Private Pilates"",""cancelled"":false,""specialist"":""Miwa Sakamoto"",""time"":""02:00 PM - 02:50 PM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Kolton Oie"",""time"":""02:00 PM - 02:55 PM""},{""appointment_type"":""Ballancer®Pro Full Body Compression Suit"",""cancelled"":false,""specialist"":""HUME Concierge"",""time"":""04:30 PM - 05:20 PM""},{""appointment_type"":""50min Deep Reset Massage (Daily)"",""cancelled"":true,""specialist"":""Chase Riner"",""time"":""08:00 PM - 08:50 PM""}]";
92c0c60c-af65-40d2-9b4f-d5bef1693c5f;2025-12-20;PM;Management;;;;;;false;;;;;2025-12-22 21:31:31.938212+00;2026-01-12 23:59:15.571325+00;;;0;0;0;;;false;[];[];
529de995-e9b1-4a3f-8ffe-1b40ac4a7af8;2026-02-15;AM;Lydia, Hunter, Kat, Grace;;[];;;No Tours This AM;true;Mens water filter is beeping when you turn the water faucet on next to the spa water;"	-Main Gym 9am
-Cardio 11am
Mainly really slow
";;"	-Ciencia mentioned she wasn’t able to check in michelle minkler from mastercard. We tried and it says something about payment card.
- Chris Van is having trouble with his scheduling on arketa";2026-02-15 20:55:34.563794+00;2026-02-15 20:55:34.563794+00;;;;;;;;false;;;
d3bac756-6a86-4f45-994f-e7db151931b4;2026-01-18;AM;Grace, Hunter, Angela;;"[{""sentiment"":""neutral"",""text"":""David Fox-Powell suggested we get this WiFi smart thermometer for the cold plunges. He said it would be a great way for the front desk to monitor the temperature and have the temperature it displayed in the locker room. He sent the link Via Email""}]";;;;true;Women’s cold plunge on the right is looking pretty murky and making weird noises again.;Pretty busy around 10:30am;;"Ian mentioned that he saw 3 ICE vans patrolling Venice circle this morning around 7am - is there a way to alert BOH without scaring them? Want to make sure our team is safe and aware.
The app is really frustrating today - have added multiple notes and it either won’t save mine or won’t save Hunter’s. Not sure why we need separate accounts for notes - seems redundant and complicated. Better to streamline.";2026-01-18 21:06:23.704911+00;2026-01-18 21:06:23.704911+00;;;;;;;;false;;;
f2ad7b4f-14f7-4d56-9092-234592ac263b;2026-01-21;PM;Caroline;;[];;;;true;The row machine on the high ceiling side gym is broken (Ben is aware). Handle is in cabinets behind front desk;"Usual busy time around 5pm - 7:30pm
";;"Pause: Samson Mayall - Injury - 2/10/26 - 4/10/26
Pause: Derek Callow - Travel - 2/19/26 - 8/19/26
Cancel: Dawn Hull - Travel - 1/21/26";2026-01-27 23:00:09.03278+00;2026-01-27 23:00:09.03278+00;;;;;;;;false;;;
9618ed3c-aafa-4f51-b6fe-3462e1521b2f;2026-02-02;AM;Kat & Dustin;Coming in today for an OSEA treatment plus day pass: Ganna Bogdan (10:15am), Kamala Kirk (11:30am), Christy Dawn (12:45pm);;;;;false;;;;;2026-02-03 19:08:48.318387+00;2026-02-03 19:08:48.318387+00;;;;;;2026-02-04;AM;false;;;
ea6f464c-c8a0-4421-9450-375212c5144d;2026-02-06;PM;Kat, Dennis;;"[{""sentiment"":""positive"",""text"":""Lots of happy reviews leaving the Friday night lights event! Requests to do more events like that ""}]";;;No;true;no;Busy night for the event!;;;2026-02-09 18:46:28.318288+00;2026-02-09 18:46:28.318288+00;;;;;;;;false;;;
e0e5310d-3b1f-4c6d-b857-c05b4e3effbd;2026-01-03;AM;Hunter, Abbey;;[];"[CANCEL] Laurel Rohera <laurel.behrens@gmail.com> - Moving (End Date: 01/10/2026)

[PAUSE] Robyn Nissim <rnissim23@gmail.com> - No reason provided [NON-PAID] (Pause Start: 01/10/2026)";;No Tours;true;"AC in the HBOT room won’t turn on
The bottom part to the full body balancer pro says “error air leaking” every 15mins ";"Main Gym 9:30am
Cardio Room 10am
Main Gym 11am packed

 ";;"	-Sarah Dickinson responded in arketa saying something about being able to unpause her account word of mouth by roger. Looked at her account and the most recent purchase was a 1 week membership.
-Liz Young backed out of her application before even activating her account. She got charged initiation fee which we just refunded";2026-01-03 21:02:44.565434+00;2026-01-05 18:49:48.210056+00;;;;;;;;true;;;
6d39b89e-c992-4a82-b5b1-a92d2f7ab4e6;2026-02-15;PM;Grace/Kat;;"[{""sentiment"":""positive"",""text"":""A male member said Lydia’s sound bath was ‘awesome’.""}]";;;;true;;Little rush for Blake’s 4pm yoga but nothing too crazy;;;2026-02-16 02:53:47.345577+00;2026-02-16 02:53:47.345577+00;;;;;;;;false;;;
5695a86c-ca5d-4820-9be6-e7211061297d;2026-01-11;AM;Lydia, Hunter;Marissa gross, guest, left card. Message sent, at front desk;"[{""sentiment"":""positive"",""text"":""Member loved the circuit strength class in impact room and hopes theres more in there in the future""}]";;;No Tours;true;"Women’s cold plunges are either too full going to overflow, or too low making a loud noise and both at the same temperature. 
The little closet Shelf fell
Jenna mentioned the speakers for the rooftop were going in and out ";"Morning classes full
Main gym full 10 am
Cardio room full 10:30";[arketa] Alexandra Goldstein had blocked her schedule for certain dates but her clients were still able to book appointments during the blocked times. Happened two weeks in a row;	-Alexandra Goldstein is blocked from 1/16-1/21 this week. She wanted to give a heads if arketa messes up;2026-01-11 20:59:06.616584+00;2026-01-12 19:45:04.624198+00;;;;;;2026-01-11;PM;true;;;
e0033843-c102-4598-8bb1-ab6eb577547c;2026-01-04;PM;Angela & Dennis;;"[{""sentiment"":""positive"",""text"":""A lot of members loving the new desk!""}]";;;;true;;"A lot of people started coming in around 2PM. Guest passes + Natalie’s Intentions class.

4PM floor was REALLY busy and class is going on!
";;;2026-01-05 02:47:01.251367+00;2026-01-12 23:59:15.571325+00;;;;;;;;false;;;
024abee1-5d8d-4a0c-80bf-b6d534281aa8;2026-01-03;PM;Grace/Dennis;;"[{""sentiment"":""neutral"",""text"":""A lady suggested we get the Roz hair oil and also suggested shaving cream.""}]";;;No tours today;true;No real issues just obviously very wet due to the rain. ;Not too busy at all this afternoon. Felt vibey between 1-4pm.;;Happy New Year Fam!! :);2026-01-04 02:35:22.664659+00;2026-01-12 23:59:15.571325+00;;;273;14;153;;;true;"[{""capacity"":16,""instructor"":""Jackie Miller"",""name"":""Signature Sculpt (Heated)"",""signups"":15,""time"":""08:00 AM - 08:50 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":7,""time"":""08:30 AM - 09:20 AM"",""waitlist"":1},{""capacity"":20,""instructor"":""Liz Chen"",""name"":""Mat Pilates (Rooftop)"",""signups"":0,""time"":""09:00 AM - 09:50 AM"",""waitlist"":0},{""capacity"":14,""instructor"":""Natalie Valle"",""name"":""Kundalini & Breathwork 60 (Ground Floor)"",""signups"":6,""time"":""09:15 AM - 10:15 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":7,""time"":""09:30 AM - 10:20 AM"",""waitlist"":4},{""capacity"":16,""instructor"":""Ashley Joi"",""name"":""Focused Strength 50: Glutes/Posterior Chain (Rooftop)"",""signups"":0,""time"":""10:00 AM - 10:50 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Alyssa Skye"",""name"":""Reformer Pilates"",""signups"":7,""time"":""10:30 AM - 11:20 AM"",""waitlist"":1},{""capacity"":17,""instructor"":""Peter Anderson"",""name"":""Vinyasa Yoga 90 (Heated)"",""signups"":16,""time"":""10:30 AM - 12:00 PM"",""waitlist"":0},{""capacity"":14,""instructor"":""Dustin Savel"",""name"":""Qigong 40 (Rooftop)"",""signups"":0,""time"":""11:00 AM - 11:40 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Kelsey Good"",""name"":""Signature Sculpt (Heated)"",""signups"":16,""time"":""08:30 AM - 09:20 AM"",""waitlist"":10},{""capacity"":8,""instructor"":""Lany Herman"",""name"":""Boxing: Bag Burn 45 (Impact Room)"",""signups"":8,""time"":""09:00 AM - 09:45 AM"",""waitlist"":10},{""capacity"":8,""instructor"":""Ian Cahir"",""name"":""Reformer Pilates"",""signups"":8,""time"":""09:00 AM - 09:50 AM"",""waitlist"":2},{""capacity"":17,""instructor"":""Lydia Picoli"",""name"":""Vinyasa Yoga 60 (Heated)"",""signups"":17,""time"":""09:30 AM - 10:30 AM"",""waitlist"":1},{""capacity"":6,""instructor"":""Chandler Farren"",""name"":""Rooted Strength 50 (Impact Room)"",""signups"":4,""time"":""10:00 AM - 10:50 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Kelsey Good"",""name"":""Reformer Pilates"",""signups"":8,""time"":""10:00 AM - 10:50 AM"",""waitlist"":4},{""capacity"":14,""instructor"":""Lydia Picoli"",""name"":""Yin Yoga into Fascia Release 60 (Heated)"",""signups"":9,""time"":""10:45 AM - 11:45 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Ian Cahir"",""name"":""Reformer Pilates - Tower"",""signups"":8,""time"":""11:15 AM - 12:05 PM"",""waitlist"":1},{""capacity"":20,""instructor"":""Natalie Valle"",""name"":""NEW YEARS INTENTION SETTING (Ground Floor)"",""signups"":20,""time"":""02:30 PM - 03:45 PM"",""waitlist"":18},{""capacity"":20,""instructor"":""Blake Krause"",""name"":""Vinyasa Yoga 75 (Heated)"",""signups"":20,""time"":""04:00 PM - 05:15 PM"",""waitlist"":11},{""capacity"":14,""instructor"":""Natalie Valle"",""name"":""Yin & Sound Bath 45 (Ground Floor)"",""signups"":6,""time"":""06:00 PM - 06:45 PM"",""waitlist"":0}]";"[{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Ashley Joi"",""time"":""09:00 AM - 09:55 AM""},{""appointment_type"":""Stretch + Percussive Therapy"",""cancelled"":false,""specialist"":""Jenya Ustinova"",""time"":""11:00 AM - 11:50 AM""},{""appointment_type"":""50min Deep Reset Massage (Daily)"",""cancelled"":false,""specialist"":""Louis Fisher"",""time"":""12:00 PM - 12:50 PM""},{""appointment_type"":""Private Pilates"",""cancelled"":false,""specialist"":""Kelsey Good"",""time"":""02:00 PM - 02:50 PM""},{""appointment_type"":""Detox by Rebecca's Signature Lymphatic Treatment (Mon, Tues, Fri)"",""cancelled"":true,""specialist"":""Marjorie Piffer"",""time"":""02:00 PM - 03:30 PM""},{""appointment_type"":""Hyperbaric Chamber"",""cancelled"":true,""specialist"":""HUME Concierge"",""time"":""11:00 AM - 12:00 PM""},{""appointment_type"":""50min Deep Reset Massage (Daily)"",""cancelled"":false,""specialist"":""Alexandra Goldstein"",""time"":""04:00 PM - 04:50 PM""},{""appointment_type"":""50min Deep Reset Massage (Daily)"",""cancelled"":true,""specialist"":""Alexandra Goldstein"",""time"":""04:00 PM - 04:50 PM""},{""appointment_type"":""Hyperbaric Chamber"",""cancelled"":true,""specialist"":""HUME Concierge"",""time"":""05:00 PM - 06:00 PM""}]";
04fc4c81-4558-4599-91c9-e9fde3978a69;2026-01-14;AM;Angela;;[];;;;true;Men's locker 61 is smelly;N/a;;Guest pass policy on email templates is not updated;2026-01-15 20:40:29.61459+00;2026-01-16 17:57:41.694171+00;;;;;;;;true;;;
061234bb-208d-4c72-b25a-5ead15378fad;2026-01-18;PM;Grace Cotton & Angela Tyburski;;"[{""sentiment"":""negative"",""text"":""Elizabeth Hendrickson - someone took her workout clothes that were left outside the steam room (hopefully accidental!). Hopefully they turn up!""},{""sentiment"":""neutral"",""text"":""Caroline Klaas - Said she left 2 bulgari rings here around Christmas (she thinks here but not certain) - nothing in lost and found, I told her we would keep an eye out.""},{""sentiment"":""negative"",""text"":""Member in 6pm yin soundbath said the room was so hot. She had to leave class 15 mins in. We should tell Blake to turn the heat off after his class and air out the studio bc the yin is advertised as unheated""}]";[PAUSE] Alec Morgan - Travel [NON-PAID];;Tanna Key;true;Meant to write in the AM notes but pls check text thread from Ian - BOH left a mess this morning and Lydia (yoga teacher) also was frustrated as they did not clean the floors in between classes.;Verrry slow evening. Women’s spa chaotic around 5:30pm.;;One of the Normatec boots zips is broken and popped off like 3 different people - it’s in the lost and found closet;2026-01-19 02:48:11.713769+00;2026-01-19 02:48:11.713769+00;;;;;;;;false;;;
ea7aea18-bdf4-43e0-8bea-9fd891ae1a0f;2026-01-18;PM;Grace Cotton & Angela Tyburski;;"[{""sentiment"":""negative"",""text"":""Elizabeth Hendrickson - someone took her workout clothes that were left outside the steam room (hopefully accidental!). Hopefully they turn up!""},{""sentiment"":""neutral"",""text"":""Caroline Klaas - Said she left 2 bulgari rings here around Christmas (she thinks here but not certain) - nothing in lost and found, I told her we would keep an eye out.""},{""sentiment"":""negative"",""text"":""Member in 6pm yin soundbath said the room was so hot. She had to leave class 15 mins in. We should tell Blake to turn the heat off after his class and air out the studio bc the yin is advertised as unheated""}]";[PAUSE] Alec Morgan - Travel [NON-PAID];;Tanna Key;true;Meant to write in the AM notes but pls check text thread from Ian - BOH left a mess this morning and Lydia (yoga teacher) also was frustrated as they did not clean the floors in between classes.;Verrry slow evening. Women’s spa chaotic around 5:30pm.;;One of the Normatec boots zips is broken and popped off like 3 different people - it’s in the lost and found closet;2026-01-19 02:48:48.332089+00;2026-01-19 02:48:48.332089+00;;;;;;;;false;;;
4f92f57f-3a31-4354-8a81-5a58eefdb753;2026-01-27;PM;Caroline & Dylan ;Callene Carlson’s (Dylan just needs to charge her account for her to be a member will stop by sometime between 11am-5pm for a quick tour of the space. Thank you!!;"[{""sentiment"":""negative"",""text"":""“They need to figure out a way to air that room out - it makes the cardio room smell sooo bad” - two members walking out talking about the men’s sauna ""}]";"[CANCEL] Margarite Kubicek <maggie@kubicek.net> - Moving (End Date: 01/27/2026)

[CANCEL] Jessica Vo <jesh.vo@gmail.com> - Moving (End Date: 01/27/2026)";;;true;;It’s been super busy in that 5:30-7:30 time. Even more so now that there’s the boxing class at 6:15. 6-7:15 is a real swell. ;;	- A pair of special edition Salomon’s were left in a locked locker last night (1/26) by member Katrina. She checked this morning and they said they had been turned in. Cecilia left them in the break room last night because they were here so late she didn’t want to trigger the alarm system and texted Ben about them. Katrina and today’s AM staff went through the lost and found and every locker in women’s. She came in later today and we went through everything again. We’re checking the cameras.;2026-01-28 04:59:17.869371+00;2026-01-28 04:59:17.869371+00;;;;;;2026-01-31;AM;false;;;
26282372-1280-44b3-bbe8-c00588f121f1;2026-01-02;PM;Dennis, Kat;If Joseph Rubin comes in saying he is on a week pass - no he is not. He can apply for one and pay for it, but has to be approved.;[];;;Justin Tang , Sarah Ivy;true;;Cardio room busy most of 4-7pm ;;About 4-6 members have been approved today - ranging from 1 week to 1 month.;2026-01-03 04:56:26.655121+00;2026-01-12 23:59:15.571325+00;;;314;11;139;2026-01-02;AM;true;"[{""capacity"":17,""instructor"":""Tommy McDonald"",""name"":""Vinyyasa Yoga 60 (Heated)"",""signups"":2,""time"":""06:30 AM-07:30 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Abreah Griffin"",""name"":""Circuit Strength 50 (Rooftop)"",""signups"":0,""time"":""07:00 AM-07:50 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Adrianna Basin"",""name"":""Reformer Pilates"",""signups"":6,""time"":""07:00 AM - 07:50 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Jackie Miller"",""name"":""Mat Pilates (Heated)"",""signups"":11,""time"":""07:45 AM - 08:35 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Adrianna Basin"",""name"":""Reformer Pilates"",""signups"":8,""time"":""08:00 AM - 08:50 AM"",""waitlist"":1},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":8,""time"":""09:00 AM - 09:50 AM"",""waitlist"":1},{""capacity"":17,""instructor"":""Blake Krause"",""name"":""Vinyasa Yoga 75 (Heated)"",""signups"":18,""time"":""09:00 AM-10:15 AM"",""waitlist"":1},{""capacity"":8,""instructor"":""Mel Cornelo"",""name"":""Reformer Pilates - Power"",""signups"":8,""time"":""10:00 AM-10:50 AM"",""waitlist"":2},{""capacity"":16,""instructor"":""Miwa Sakamoto"",""name"":""Mat Pilates (Heated)"",""signups"":17,""time"":""10:30 AM-11:20 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Ian Cahir"",""name"":""Reformer Pilates"",""signups"":8,""time"":""12:00 PM-12:50 PM"",""waitlist"":1},{""capacity"":16,""instructor"":""Ian Cahir"",""name"":""Mat Pilates (Heated)"",""signups"":7,""time"":""04:00 PM-04:50 PM"",""waitlist"":0},{""capacity"":20,""instructor"":""Blake Krause"",""name"":""Vinyasa Yoga (Heated)"",""signups"":20,""time"":""05:00 PM - 06:00 PM"",""waitlist"":1},{""capacity"":16,""instructor"":""Jackie Miller"",""name"":""Signature Sculpt (Heated)"",""signups"":16,""time"":""08:00 AM - 08:50 AM"",""waitlist"":3},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":8,""time"":""08:30 AM-09:20 AM"",""waitlist"":1},{""capacity"":20,""instructor"":""Liz Chen"",""name"":""Mat Pilates (Rooftop)"",""signups"":0,""time"":""09:00 AM-09:50 AM"",""waitlist"":0},{""capacity"":14,""instructor"":""Natalie Valle"",""name"":""Kundalini & Breathwork 60 (Ground Floor)"",""signups"":6,""time"":""09:15 AM-10:15 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":8,""time"":""09:30 AM-10:20 AM"",""waitlist"":6},{""capacity"":16,""instructor"":""Ashley Joi"",""name"":""Focused Strength 50: Glutes/Posterior Chain (Rooftop)"",""signups"":0,""time"":""10:00 AM-10:50 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Alyssa Skye"",""name"":""Reformer Pilates"",""signups"":8,""time"":""10:30 AM-11:20 AM"",""waitlist"":1},{""capacity"":17,""instructor"":""Peter Anderson"",""name"":""Vinyasa Yoga 90 (Heated)"",""signups"":17,""time"":""10:30 AM-12:00 PM"",""waitlist"":2},{""capacity"":14,""instructor"":""Dustin Savel"",""name"":""Qigong 40 (Rooftop)"",""signups"":0,""time"":""11:00 AM-11:40 AM"",""waitlist"":0}]";"[{""appointment_type"":""Gym Check in"",""cancelled"":false,""specialist"":""Hume"",""time"":""12:00 AM-11:59 PM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Abreah Griffin"",""time"":""09:00 AM-09:55 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Ashley Joi"",""time"":""12:30 PM - 01:25 PM""},{""appointment_type"":""Personal Training Session"",""cancelled"":true,""specialist"":""Ashley Joi"",""time"":""01:00 PM - 01:55 PM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Ashley Joi"",""time"":""02:00 PM-02:55 PM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Ashley Joi"",""time"":""09:00 AM-09:55 AM""},{""appointment_type"":""Stretch + Percussive Therapy"",""cancelled"":false,""specialist"":""Jenya Ustinova"",""time"":""11:00 AM-11:50 AM""},{""appointment_type"":""50min Deep Reset Massage (Daily)"",""cancelled"":false,""specialist"":""Louis Fisher"",""time"":""12:00 PM - 12:50 PM""},{""appointment_type"":""Private Pilates"",""cancelled"":false,""specialist"":""Kelsey Good"",""time"":""02:00 PM-02:50 PM""}]";
